"GeneName"	"logFC"
"LOC100653168"	-1.11174118244102
"TTC19"	-0.607269230704963
"AMPD3"	0.710752598668946
"SEPT7L"	-0.426876296286565
"TOR1AIP2"	0.837723377247176
"WNK1"	-1.22744040641606
"FIGF"	-3.78212707076058
"TST"	0.720369400395828
"RBM43"	0.836695951367935
"AUTS2"	-0.917708774554685
"ZNF479"	-1.27477611122419
"SLC37A3"	-0.679184572257144
"ABHD2"	0.799314477014903
"PIAS1"	-0.367692879378502
"RNASEL"	1.0460143439261
"DDX60L"	1.88134559185314
"ARAP3"	1.0385137040681
"EMILIN1"	0.546992672250264
"OSGEPL1"	0.66330877766455
"CYB561D2"	0.615168919204102
"ZBTB20"	1.20562675514624
"LMNA"	1.33755076700415
"OTUD3"	-0.675360234706879
"SMYD4"	-0.598619337752105
"ALDOC"	-1.04100078875486
"DBP"	0.55294197614519
"NUCB1"	0.720029157292688
"WDR91"	-0.474158913132138
"MIRLET7C"	0.486101088975188
"MRPS15"	-0.434990624232126
"CINP"	0.827273823513663
"SEMA3C"	1.72977125964157
"SPA17"	2.55168300259242
"JUNB"	0.492588842887105
"RSRC2"	-0.385581469396994
"PAXIP1"	-0.549829587164883
"CKAP5"	-0.392301656912574
"UBE4B"	-0.670706679007719
"DOLK"	0.527506968126819
"ZNF786"	-0.464534447282869
"HILPDA"	-0.793445838168964
"STMN1"	-0.424056422939627
"NLGN4X"	-3.09482422230902
"LRP10"	1.11990362677746
"ZNF211"	0.485523270468691
"FTSJD1"	0.633422592231728
"SDK1"	-0.649294195533093
"VWCE"	-0.733165043915115
"HIF3A"	0.589313826718982
"FIGNL2"	-1.38719109930497
"NHLRC1"	0.41123395878198
"C13orf33"	0.429100011219362
"SLC1A2"	-1.97670204497686
"YPEL1"	-1.19098262690804
"ARRB2"	-0.974687289157853
"PGBD5"	0.517392675820238
"SAMD9"	3.30755963386785
"TSTA3"	0.677355892010194
"FBXO17"	1.20404289956304
"ARL4C"	0.634307175456277
"LGALS3"	0.455154326566931
"MAGED1"	0.540566841768801
"NCAN"	-1.17672204769997
"HS6ST1"	0.568238714206901
"AAK1"	0.560900317605107
"PELP1"	-0.485632400395547
"COQ5"	-0.451585185353553
"PRPSAP1"	-0.456117157137621
"STAG1"	0.585107814443454
"N4BP2L2"	-0.344575865887274
"ANP32D"	-0.385741202487396
"HLA-J"	0.890518933112309
"ARHGAP36"	-2.77738731615488
"NT5DC3"	-0.621636972418408
"MCPH1"	-0.414713563954068
"MIR99A"	0.451032447101806
"SORCS1"	-1.29963917058834
"TMEM108"	0.994949874400341
"CHST9"	-1.3651150849689
"APOBEC3G"	1.52033972962292
"ETS1"	1.68036392401467
"ASXL3"	-1.49134689267074
"SPATS2L"	1.45332845155217
"ZNF295"	-0.420318676819527
"ZFHX2"	-0.36900542714736
"CMTM8"	-1.16111767446216
"CCDC117"	-0.398812433970436
"USP48"	-0.529857884202588
"ASB8"	0.323159821236525
"ERAP1"	0.738204965265263
"LENG1"	0.406195936551602
"ZNF792"	1.49765252559717
"GNAL"	1.52640810483217
"TMEM57"	-0.725355580496107
"ZDHHC18"	-0.84609651704198
"SRPK1"	-0.570972282950096
"B3GAT2"	-1.91782736440601
"ZNF716"	-0.44279513514476
"CCDC3"	-1.56060993923353
"SHOX2"	1.98361667431532
"SLC12A9"	0.3498464767663
"SPIRE1"	-0.38643239112309
"ZBTB37"	0.723419562161597
"IGFBP7"	2.26005964366345
"GTSF1"	-4.81882955018282
"NLK"	-0.629233664265094
"IL13RA2"	4.08929091874381
"POLR3G"	-0.701325913607908
"CACNG2"	2.55741573670849
"MAPKAPK5-AS1"	-0.530022993706936
"PPP2R5C"	0.696511628472143
"RNF8"	-0.526785317595327
"MMP17"	-0.369353485339605
"THADA"	0.639940568665269
"ZCCHC8"	-0.536067679065528
"PTGFR"	-2.94082396997554
"RIPK1"	0.81306756752599
"HPS4"	-0.425052478076985
"RAC3"	-0.993557140856606
"DDX1"	-1.16840519201235
"TRIM21"	1.3042729485863
"TMEM5"	0.861128161514213
"AMN1"	-0.998717374005913
"FAM102B"	-1.18022838607322
"HRH3"	-0.974223719435992
"ITM2C"	0.724499550041799
"SUCLG2"	1.72742377795732
"CRLF3"	-0.576296998222666
"WWC1"	-0.676382441881826
"DCBLD2"	0.592847339266825
"ARHGAP4"	1.04433527535544
"ZNF33A"	-0.654252282729743
"CNR1"	-1.58018666812336
"FOXJ2"	1.11584120169162
"TTC39A"	-1.23784775861548
"C10orf35"	-0.424062270614574
"APOBEC3C"	2.20993480423412
"ATAD5"	-0.626429253730372
"USP49"	-0.701016979691833
"NDUFS5"	-0.515103587532254
"TRAF3IP2"	0.756855258143429
"C22orf28"	-0.310429690541097
"SPEN"	-0.590713561171853
"MID2"	1.93063496943948
"CD63"	0.581290893451058
"CAPN2"	0.710006506632093
"TOR3A"	0.577780535788859
"ZSCAN2"	-0.532595890084357
"FAM86DP"	0.369755323293701
"CALB1"	-2.15329903094574
"NT5C1A"	1.1451877444847
"HLA-F"	0.600372832520643
"LARP1B"	-0.592020372728026
"MBNL1"	0.681167618916868
"FBXO22"	-0.663867204222164
"WDR41"	-0.453581652217562
"PTPRB"	0.966441275794894
"DKFZP434L187"	-0.424038959228761
"NFIC"	0.913807234888029
"GFOD2"	-0.516133222314322
"ARID1A"	-0.603006356480892
"RSPRY1"	-0.43778102280813
"ATP13A1"	0.431630010811132
"KAZN"	-0.910007493130573
"MARK2"	-0.430109252510897
"EIF2AK2"	0.79834016580612
"TEP1"	0.49585849230589
"PTPN21"	0.785277135733611
"SKP1"	-0.75548044414208
"APOBEC3B"	2.94452454329277
"EZH2"	-0.609376724483626
"DACT1"	-1.11378292382643
"NAA20"	0.703486288681052
"MAGED2"	0.777705765646964
"AMPD2"	0.576394396795232
"TSC22D4"	0.502162797231582
"PURA"	0.475868926661326
"GALNT5"	-0.34286359293097
"DCUN1D4"	-0.553769478841925
"SNORD26"	-0.691012206343828
"MSRB3"	1.02003740341288
"RPS6KA1"	-0.72742023616869
"PELI2"	-1.53782012476057
"ARL4D"	-0.838424154980773
"JOSD2"	0.36741139551933
"PARD3B"	0.410823664184361
"UBR4"	-0.74156212049817
"MBD2"	0.378815041493322
"DHRS4L2"	0.637409273729313
"SNORD27"	-0.858761183515641
"RUFY3"	-0.790803206150942
"C17orf39"	-0.694661829082595
"ZDHHC2"	2.70613939875442
"BTN3A2"	1.34001047284826
"FAM120A"	0.645060333425274
"FAM111A"	2.13686875516064
"C7"	3.08682767770955
"EPOR"	0.441027751219595
"TCEAL8"	0.509830248407958
"CHIC1"	0.494568106414896
"IGSF3"	-0.75316358704929
"ZXDB"	0.40939174273241
"RHOBTB2"	0.51724180443977
"TXNRD1"	-0.550787431199106
"ARL17A"	-0.776909508025366
"SGK1"	2.25372621749665
"RALYL"	-2.7590247587336
"S100A11"	2.49980561159123
"DGKA"	0.666229640362956
"LY6G6C"	-0.862739050689973
"NIPSNAP1"	-0.504508269916673
"NUFIP2"	-0.303345273424608
"RNF217"	0.798910487653005
"MSI1"	-1.41704924221021
"RHCE"	-0.564450419059082
"RASEF"	1.29709223771769
"UBE2O"	-0.749215035395677
"CCDC51"	0.499418670765702
"KIAA0922"	-0.648969228094119
"HRK"	-0.504962103801741
"RNPEPL1"	0.566646981949806
"AKR1A1"	-0.698308903548307
"HSF2"	-0.510557535467743
"FAM60A"	-0.705411210899053
"TMEM163"	-1.33004053342282
"TSEN15"	0.611053625058169
"TGIF2"	-1.13488801294816
"BCKDHA"	-0.518479326083252
"RN5S343"	-0.820825459889276
"CRYM-AS1"	0.582743771850915
"RBM3"	0.377543164468323
"DTNBP1"	-0.454547814754819
"RAP2C"	0.435895694892787
"VAT1L"	-2.57655728322753
"PION"	1.65784655565771
"GCET2"	0.308516515113388
"NCOA2"	0.755280695426217
"UCHL3"	-0.407904392064726
"FAM108A3P"	0.484610320141403
"XK"	2.36872598918061
"INTS10"	-0.585894610661173
"AADAT"	-0.7135555008084
"LAMC1"	1.13305464086828
"IL7"	2.07032621406769
"MYADM"	0.715354610472405
"PPP1R32"	-0.316593470220926
"SNORD38A"	-0.709595602795944
"HCN4"	-0.348625379202248
"UBE2Q2P2"	-0.866942175945118
"CYP2B6"	-0.37748637702636
"PTPRF"	-0.855273773958682
"C2orf18"	0.623294380845374
"PLOD3"	1.07327020848614
"CALML4"	-0.629493986459142
"NETO1"	-2.37688508250315
"HES1"	1.15993052188939
"GGT7"	-0.463349944250437
"RAB30"	-0.732649429724871
"AK4"	-1.32515507129258
"CGA"	-0.61514077862183
"ZNF208"	-1.4579488710366
"CFHR4"	0.882038286643537
"CEP70"	-0.610228583134594
"TP53I3"	1.02961418948444
"MINK1"	-0.379524335043563
"PTPN9"	0.360569369725958
"ZIC3"	-2.97817752709644
"GNG7"	1.00035777086425
"GRM8"	-1.74419104806854
"C10orf90"	0.417115155258632
"MRPL24"	0.55488540004735
"FAM49B"	0.526989400870626
"OAS1"	1.43172242300213
"TBC1D8B"	1.18820306390874
"ATP11A"	-0.829389575403527
"GPT2"	-0.794834468725847
"RIIAD1"	-0.981738097686696
"YARS"	-0.564886869057972
"PPP1R16B"	1.63293952245406
"SIRT1"	-0.39139772503078
"SH3D21"	-0.525992820363018
"ZNF292"	-0.503257100213833
"STAC2"	-0.63285563440196
"CDH8"	-0.438231956644266
"SLC31A1"	0.694200553803377
"MGAT2"	0.647853641442139
"ASIC4"	1.06214915120052
"MTHFD2"	-0.338908734011648
"SLC44A5"	-2.86329755294248
"FANCD2"	-0.769668310427381
"KPNA5"	-0.491810809049911
"GLB1L"	0.600004402327581
"S1PR3"	0.543313913364834
"GPR63"	-1.47893954200875
"NLN"	-0.592086892550785
"FAM174A"	0.701442863129577
"SLC29A4"	-0.922922121059987
"SCAPER"	-0.419339568364343
"MOK"	0.737040263793691
"HHIP"	-1.37056386108132
"BRD7"	-0.318036647422414
"FOXC1"	0.376545716410082
"PFKP"	-0.916500904475621
"H6PD"	0.74654735943764
"DHDDS"	-0.746946325332498
"MRPL53"	0.473250980406799
"KIF16B"	1.18931738918845
"ATG4A"	0.469144667876596
"SCARNA6"	0.672729375808772
"FBXW5"	0.457338819363805
"STMN4"	-1.49832761205457
"DNAJC15"	3.42411864846244
"TGFB1I1"	0.53306009497943
"BPGM"	-0.43671731176007
"C1QTNF6"	0.730300329394613
"IGF2BP1"	-0.635633609530924
"CYBASC3"	0.354956118781248
"PTPN20B"	0.860094484377136
"RGS13"	1.9502726153917
"GNA11"	0.445165389876326
"C16orf87"	-0.488029948371963
"E2F2"	-0.595880341652665
"SBK1"	-0.650618333750627
"ATPAF2"	-0.408444422023162
"PLA2G16"	1.75764418465495
"COX14"	0.682034833615706
"SMARCA5"	-0.303249630146301
"FAM81A"	0.394178267394329
"BRS3"	-0.349389446346474
"MAMSTR"	0.949304969044898
"HSPA1A"	-0.468580351852035
"ETV5"	2.61482685415325
"ISOC2"	0.671375688786362
"DDAH1"	0.748677439393379
"MEMO1"	0.348671637177198
"C1R"	0.590288784138767
"IL10RB"	0.828380019111158
"P2RX3"	-2.61047027841329
"METAP1"	-0.462977999333621
"SVEP1"	-1.21732114446909
"SMS"	-0.3341081764111
"SCD5"	-0.825296501694847
"NELL2"	-3.32021730186688
"C3orf18"	0.379220092502168
"RHOT1"	-0.83406874219679
"EPB41"	-1.08032567798861
"RAI14"	-2.40192378039567
"WDTC1"	-0.580756039255685
"PPP1R8"	-0.65112306694631
"PSMD11"	-0.586772283332099
"IRS2"	0.503071573320646
"F2R"	-2.20717426462032
"PHF12"	-0.477295668653619
"SGK3"	1.45713938668867
"PTGER2"	2.51483688332999
"KIF21B"	-0.398422853233646
"SRPR"	0.645075652188615
"SUPT3H"	-1.03317660006786
"ANKRD13B"	-0.82851842054397
"CLCN6"	-0.647389164438987
"MATN3"	0.344836869344439
"MGST2"	1.70991845218315
"RN5S277"	-0.352964400192139
"RSPH3"	0.731543660453929
"THSD7B"	-2.67092588003853
"WDHD1"	-0.535025089783337
"LAMB2"	0.886971452589971
"PARP9"	1.61354912509521
"MTRF1L"	0.70927288038134
"BCR"	-0.515849041056356
"PCSK1"	0.808602195948557
"KIF17"	-0.47504451213594
"BTN3A1"	0.921734051218848
"PAQR3"	-0.658674656228227
"DDI2"	-0.710494889719904
"C3orf80"	-1.19638611787104
"MYCN"	-2.91863740257326
"RNF32"	0.401443989606593
"INHBE"	-1.85693585233394
"MBTPS2"	0.378769445396664
"DMD"	0.853301766959213
"PGD"	-0.6441954650859
"NCOA1"	0.816849078708836
"RNU11"	-0.664841044298036
"SCN9A"	1.74134142077428
"SDHD"	0.698191030389371
"RBPJ"	-0.353700314020122
"ZNF275"	0.608780746224959
"B3GALT1"	-1.93023033857223
"SUZ12"	-0.548366616442673
"RUFY2"	-0.457938375951613
"NUP205"	-0.419598899278149
"NBPF1"	-0.80290142268581
"RNASET2"	0.645920458718446
"PLCXD1"	-0.64352644683995
"EHD3"	0.690980441360147
"MAVS"	0.503505007858817
"TTC33"	-0.403754491227465
"UGT3A1"	-0.435336385482874
"SLC2A14"	0.877170434532075
"STK16"	0.402178772178019
"PITRM1"	-0.506938958391187
"RASGRF2"	-0.991851244414615
"NAPRT1"	0.457386391405939
"GSPT2"	1.79249362191456
"C5orf28"	0.461171701659816
"LUZP2"	-0.557252457226399
"GOLGA2P2Y"	-0.297951442997224
"B3GNT9"	0.724498094963998
"RARG"	0.800825249360845
"OPRM1"	1.00915226112422
"MFSD5"	0.438643463517234
"C9orf9"	0.413762385638819
"PRTFDC1"	0.860379408900659
"CNTN5"	-1.6262624224499
"LRRC4"	-0.690928853379321
"ZNF808"	0.722852693919737
"DCXR"	-0.693447478201477
"CYP4A11"	-0.413807236551968
"SACS"	-0.405962187149569
"BMP7"	-1.09418208992382
"NEURL4"	-0.471283387063568
"PACSIN2"	-0.409197292840902
"H2AFJ"	0.593761369706517
"ATG3"	0.318466349052123
"C1orf61"	-0.868457526810277
"APC2"	-0.422388663612198
"CA12"	-0.89367904996754
"CERS4"	1.29182491305702
"PTCD1"	-0.437615262007879
"DUSP22"	0.820874737011491
"TROVE2"	0.360085115120476
"CRYZL1"	-0.352189507135524
"TUBD1"	-0.647353548690717
"SSBP2"	0.473331079153949
"TMEM120B"	-0.659983148134437
"SAMSN1"	1.22129077987242
"UGT2B28"	-0.363500125423776
"RLF"	-0.73163916247851
"KRTAP21-1"	-0.355979398601965
"CXorf57"	2.63735074755512
"ZSWIM6"	-0.582429857679152
"ZNF818P"	0.326469334793765
"FBXL2"	-1.07550943480016
"NARS2"	-0.570425325763019
"GTF2F1"	0.293274468557431
"PSME2"	0.577534288415642
"PDE7A"	-0.70312653264609
"LOC100653286"	1.84694995019446
"RPAIN"	-0.383294846138
"RNF182"	-2.34429671077054
"C2"	-1.05000992013938
"PRR7"	0.499529180944807
"PLEKHA2"	0.791917789375473
"PIGQ"	0.524711161774762
"RPH3A"	2.74549191783226
"LYSMD4"	-0.432786243337796
"BBS7"	-0.546703291144908
"ANKRD44"	1.00542257325514
"CENPV"	-0.593588208618232
"CHRNA5"	-1.090725066512
"ARHGEF12"	0.886391266654542
"FLJ42627"	-0.628470397780552
"TTC3"	-0.477026485564926
"NMRAL1"	1.15618463664434
"SHROOM4"	0.348139944545019
"CHAF1B"	-0.402638449146229
"SRSF11"	-0.372149905020951
"TBC1D16"	-0.520513957014916
"SCRG1"	-0.906163934684496
"RAF1"	-0.352913348140374
"KIAA1524"	0.632957704378091
"RCAN3"	1.37492209535028
"ANAPC2"	0.308868328537137
"PSMB8"	0.744841225807835
"GRB14"	-1.09172915753253
"FRMD6"	1.27174726773652
"STX6"	0.308048017434508
"ARIH1"	-0.286589499779677
"TMEM194B"	0.752378704242592
"DAG1"	1.06512993021025
"C20orf187"	-0.45661079892381
"SEL1L3"	-1.16440364173287
"CEP57"	-0.636890144861441
"LUC7L2"	-0.376080344026098
"PHOX2B"	-3.32043080446126
"ZNF212"	-0.385894145472115
"EIF2C4"	-0.87960805414413
"PELI1"	-0.720680246407104
"PGAP3"	0.662481581956131
"LHX8"	-0.918915455729486
"ARHGAP26"	0.889753887823915
"ZNF414"	0.393653629322694
"DNAJC30"	0.341555015400248
"KIAA1161"	0.487524179808843
"MSX2"	1.27241496107331
"HP1BP3"	-0.411408488154251
"TMEFF1"	-1.01484080350463
"HECW1"	-0.765612423920838
"IGFBP5"	1.92501338592395
"FEM1A"	0.489781938331593
"C17orf53"	-0.37424016675593
"BTF3L4"	-0.443566920221174
"TMEM132C"	-1.45482333826396
"SYNJ2BP-COX16"	0.633893020458654
"NRCAM"	1.19831591447785
"LOC442075"	-0.635671235237609
"RBMS1"	0.729430541161815
"FAM153A"	-0.421524643994518
"SYMPK"	0.563774694111563
"ASAP1"	0.246387973581728
"TRIM74"	-0.551399873770789
"CALM2"	0.439311990563475
"ACBD6"	0.4080451815227
"SLITRK2"	-1.48958764343477
"BGN"	2.13149733926422
"SLITRK3"	-1.34957132142052
"OBSL1"	0.363130962608809
"DOC2A"	-0.90569551626132
"PITHD1"	-0.842866437234957
"ZNF124"	-0.76885930475456
"PHF20"	-0.517509803933802
"FCGRT"	0.376193829202435
"RDM1"	0.753370331719258
"ZNF643"	-0.875816976533181
"TP63"	-0.420082761276202
"PARD6B"	-0.519186134157898
"ARHGEF25"	-0.411154932180182
"EEPD1"	-0.96130967316517
"ELP3"	-0.2510071569647
"MEIS1"	-1.40847638640484
"ASAP3"	-0.410271917556648
"ENDOD1"	0.905433169983944
"DPP8"	0.437847641371876
"CUX1"	0.632177847004661
"IPO5"	-0.299486984843925
"BLM"	-0.469540339808768
"CCDC12"	0.355685174416967
"GCFC1"	-0.407000504266756
"MKRN1"	-0.401879576766508
"PMM2"	0.509318015433101
"SERPING1"	-1.16762419703747
"SCAI"	-0.543160556172047
"IL18BP"	-0.414836079680799
"SLFN5"	1.91466569692349
"RCOR2"	-1.06740144473783
"ALDH7A1"	-0.393251777807292
"SAMD13"	0.751591532730119
"PAQR7"	-0.918799312590805
"STX12"	-0.63941532666013
"LOC100652836"	-0.669223988189113
"GTF2IRD1"	-0.41780099642461
"PART1"	0.606766272823448
"ZSCAN29"	-0.381278161587112
"WDR13"	0.407319972862584
"MFN2"	-0.55915809501602
"ZNF767"	-0.630329456697297
"GRASP"	0.333011891459359
"C5orf60"	-0.441354515232963
"RNY4P14"	-0.337881674109389
"APOBEC3D"	0.756576645239146
"MPRIP"	-0.427472152797487
"UGT8"	-2.14186080276343
"TRDMT1"	0.588735755099471
"USP40"	0.673232787303673
"PSME1"	0.738958306667147
"CBX1P1"	-0.680540384940903
"TYW5"	0.455762402887101
"ZNF530"	0.49807177837403
"KLHL36"	0.546567586115307
"C1orf109"	-0.742229809795512
"CDH7"	-1.83176053631933
"SLC9A5"	-0.395168230074733
"IFIT3"	0.824011656614236
"MUM1L1"	1.43010235302879
"ADCY8"	-1.05791519361167
"ELK3"	1.41405708301866
"RN5S201"	-0.405863959814615
"TMEM74"	-0.864414130728663
"ZNF260"	-0.57125734405302
"RBCK1"	0.586825309263887
"FAM135A"	-0.615387623719677
"ZNF467"	0.670061064428005
"LRRC37A2"	-0.822268531046552
"RND3"	0.672469262745128
"ZNF34"	-0.337683314700381
"CDC14C"	0.378838121183447
"ZNF549"	0.349476919568487
"KCTD20"	-0.426893480030937
"URGCP"	0.4368664038248
"TICAM1"	0.382971186709003
"SATB2"	-2.09981535851929
"NFXL1"	-0.511412086438996
"POT1"	-0.597998779979223
"NCAPG2"	-0.478177352615649
"MLLT10"	-0.32638556066502
"MAPK10"	-1.73331723896434
"DCSTAMP"	-0.320530512544124
"PLA2G12A"	-0.371784756143029
"ADAM11"	-0.777658144215859
"GNG2"	0.943212680789614
"RBBP4"	-0.450766008906999
"CBX2"	-0.792473558536443
"SOGA2"	-0.487216575881945
"FUBP3"	0.45216918028648
"B4GALT4"	0.327746336062444
"TIFA"	-0.505302023727125
"TICAM2"	0.267657231749547
"SEC31B"	-0.446996227534772
"ORMDL2"	0.509521086959348
"MAPK6"	-0.39054294079483
"CROCCP2"	-0.283037434587296
"ZFYVE9"	-0.76116449036736
"STXBP4"	-0.528388170285513
"JARID2"	-0.719985604416003
"GPR125"	-0.468037623640855
"FAM125B"	-0.604359471003011
"CORO1B"	0.591402913472294
"SIVA1"	0.527629537995722
"RPS8"	-0.273649639726976
